iter	RMSE
149	0.02748488873
150	0.02724861372
151	0.02710381092
152	0.02697268859
153	0.02674713952
154	0.02661037342
155	0.02645828525
156	0.02632550729
157	0.02619483791
158	0.02598207031
159	0.02578577215
160	0.02568116811
161	0.02554653513
162	0.02542301282
163	0.02522933721
164	0.02506797776
165	0.02496838422
166	0.02486487317
167	0.02461499695
168	0.02443285906
169	0.02434838378
170	0.02411958644
171	0.02401532196
172	0.0238934039
173	0.02376354558
174	0.02357940202
175	0.02338023389
176	0.02328855829
177	0.02316695384
178	0.02307078943
179	0.02290938413
180	0.02279853383
181	0.02266616718
182	0.02253613854
183	0.02245081644
184	0.02237748417
185	0.02220898757
186	0.02206811199
187	0.02192176193
188	0.02182654655
189	0.02174941322
190	0.02166108947
191	0.02148197375
192	0.02142526185
193	0.0213676173
194	0.02130893365
195	0.02124775989
196	0.02119461924
197	0.02105151089
198	0.02097301845
199	0.02087185771
200	0.02083677896
201	0.02074103096
202	0.02060756705
203	0.02043179441
204	0.02035750622
205	0.02026673003
206	0.02022537404
207	0.02010394332
208	0.01999107361
209	0.01986715805
210	0.01970903541
211	0.01956449411
212	0.01945147541
213	0.01932147631
214	0.01919065434
215	0.01907144228
216	0.01897458298
217	0.01891855181
218	0.01887571994
219	0.01877658876
220	0.0186858709
221	0.01864279966
222	0.01852985766
223	0.01843680254
224	0.01833612283
225	0.01823188865
226	0.01815999849
227	0.01807973988
228	0.01801673472
229	0.01797820795
230	0.01794333176
231	0.01784060293
232	0.01774798393
233	0.01768570721
234	0.01765296514
235	0.01758871068
236	0.0175372926
237	0.01751111637
238	0.01744975656
239	0.01739022194
240	0.01729961925
241	0.01727161388
242	0.01721338988
243	0.01718338638
244	0.01712723613
245	0.01704932265
246	0.0169756264
247	0.01688762249
248	0.01685637311
249	0.01679050541
250	0.01671732551
251	0.01663696383
252	0.01659025559
253	0.01656312633
254	0.01651831732
255	0.01645197362
256	0.01640458184
257	0.0163819498
258	0.01633511267
259	0.01626743086
260	0.01624619229
261	0.01621295542
262	0.01617083086
263	0.01607811089
264	0.01601134184
265	0.01599437482
266	0.01594529416
267	0.01589849489
268	0.0158806516
269	0.01582234551
270	0.01574406887
271	0.01570997208
272	0.01569205774
273	0.01566348113
274	0.0155976855
275	0.01553979628
276	0.01547270157
277	0.01542635034
278	0.01539375174
279	0.01536794614
280	0.01530349
281	0.015271082
282	0.01521391358
283	0.01515272298
284	0.01511304706
285	0.01504556557
286	0.01497429445
287	0.01492805701
288	0.01490369525
289	0.01488850758
290	0.0148379734
291	0.01482102485
292	0.0147676214
293	0.01472760595
294	0.01468907384
295	0.01465173764
296	0.01462121999
297	0.01457184964
298	0.01451784127
299	0.01447537222
300	0.0144278683
301	0.01439665083
302	0.01435089508
303	0.01431316693
304	0.01426352992
305	0.01423065426
306	0.01420452187
307	0.0141917796
308	0.01418090286
309	0.01414003399
310	0.01412807531
311	0.01408582065
312	0.01405409886
313	0.01399883659
314	0.01396856997
315	0.0139573682
316	0.0139468016
317	0.01388835096
318	0.01384309007
319	0.01381401815
320	0.01380505589
321	0.01379658329
322	0.01374290759
323	0.01371282423
324	0.01370278776
325	0.0136582936
326	0.01362813704
327	0.01361880604
328	0.01357478613
329	0.01353644577
330	0.01351046281
331	0.01347775957
332	0.01345543694
333	0.01340459912
334	0.01336719624
335	0.01333135024
336	0.01329503438
337	0.0132429396
338	0.01319876641
339	0.01315998955
340	0.01312802979
341	0.01309742651
342	0.01306600784
343	0.01304347352
344	0.01301773382
345	0.01298609547
346	0.01296616055
347	0.01293930065
348	0.01290548293
349	0.01287306919
350	0.01284944205
351	0.01280816214
352	0.01275787737
353	0.01273625939
354	0.01271305002
355	0.01267489908
356	0.0126612798
357	0.01263510484
358	0.01260097033
359	0.01257244606
360	0.01253626016
361	0.01248336579
362	0.01245510573
363	0.01242941114
364	0.01241024584
365	0.0123865031
366	0.01236873008
367	0.01233715236
368	0.01230870005
369	0.01227225701
370	0.01224832682
371	0.01223475511
372	0.01221399347
373	0.01219237964
374	0.01217327857
375	0.01214587548
376	0.01212303898
377	0.0120936403
378	0.01206974586
379	0.01204368776
380	0.01202523522
381	0.01200705643
382	0.01197106801
383	0.01196323562
384	0.01193829833
385	0.01191972378
386	0.01189395064
387	0.0118552659
388	0.01183529422
389	0.01179086247
390	0.01176035775
391	0.01173646068
392	0.01171383019
393	0.01168893458
394	0.0116582717
395	0.01162853008
396	0.01162024987
397	0.011592953
398	0.011579137
399	0.01155468891
